composer,title,midi_path,metadata,metadata_composer,metadata_title,bootleg_score_path
"Patterson, Robert G.",New World Landscapes,"../GiantMIDI/midis/Patterson, Robert G., New World Landscapes, KnUSUo_qG2s.mid",False,,,
"Patusset, Alfred",Caprice à la hongroise,"../GiantMIDI/midis/Patusset, Alfred, Caprice à la hongroise, 4u28_ucAlNQ.mid",False,,,
"Pauer, Ernst","Quintet for Piano and Winds, Op.44","../GiantMIDI/midis/Pauer, Ernst, Quintet for Piano and Winds, Op.44, UcoWwRVY5v4.mid",False,,,
"Pauer, Max","3 Klavierstücke zu vier Händen, Op.10","../GiantMIDI/midis/Pauer, Max, 3 Klavierstücke zu vier Händen, Op.10, zW_hGnFZnZE.mid",False,,,
"Paull, Edward Taylor",Ben Hur Chariot Race March,"../GiantMIDI/midis/Paull, Edward Taylor, Ben Hur Chariot Race March, Xd2xei3XOls.mid",True,"Paull, Edward Taylor",Ben Hur Chariot Race March,"imslp_bootleg_dir-v1.1/Paull,_Edward_Taylor/Ben_Hur_Chariot_Race_March_"
"Paull, Edward Taylor",The Circus Parade,"../GiantMIDI/midis/Paull, Edward Taylor, The Circus Parade, tAf2iy3bA-c.mid",True,"Paull, Edward Taylor",The Circus Parade,"imslp_bootleg_dir-v1.1/Paull,_Edward_Taylor/The_Circus_Parade_"
"Paulsen, Alfred","Polka de salon, Op.21","../GiantMIDI/midis/Paulsen, Alfred, Polka de salon, Op.21, uVUVC_X5bng.mid",True,"Paulsen, Alfred",Polka de Salon,"imslp_bootleg_dir-v1.1/Paulsen,_Alfred/Polka_de_Salon_"
"Paulsen, Alfred","Romance sans paroles, Op.18","../GiantMIDI/midis/Paulsen, Alfred, Romance sans paroles, Op.18, uA4XekrxROI.mid",True,"Paulsen, Alfred","Romance sans paroles, Op.18","imslp_bootleg_dir-v1.1/Paulsen,_Alfred/Romance_sans_paroles,_Op.18_"
"Paulus, Olaf",Novelette,"../GiantMIDI/midis/Paulus, Olaf, Novelette, L0Zwl11anAQ.mid",True,"Paulus, Olaf",Novelette,"imslp_bootleg_dir-v1.1/Paulus,_Olaf/Novelette_"
"Pavia, Isidore Leo",Fandango Triste,"../GiantMIDI/midis/Pavia, Isidore Leo, Fandango Triste, Hxtb9-cH3_g.mid",True,"Pavia, Isidore Leo",Fandango Triste,"imslp_bootleg_dir-v1.1/Pavia,_Isidore_Leo/Fandango_Triste_"
"Pavlov, Evgeny","3 Lyric Pieces, Op.3","../GiantMIDI/midis/Pavlov, Evgeny, 3 Lyric Pieces, Op.3, zwVmPsJPo6Y.mid",True,"Pavlov, Evgeny","3 Lyric Pieces, Op.3","imslp_bootleg_dir-v1.1/Pavlov,_Evgeny/3_Lyric_Pieces,_Op.3_"
"Pavlov, Evgeny","Piano Sonata No.2, Op.8","../GiantMIDI/midis/Pavlov, Evgeny, Piano Sonata No.2, Op.8, 0DiWHX8JNxw.mid",True,"Pavlov, Evgeny",Piano Sonata No.2,"imslp_bootleg_dir-v1.1/Pavlov,_Evgeny/Piano_Sonata_No.2_"
"Pearson, Kevin",Ballade 1,"../GiantMIDI/midis/Pearson, Kevin, Ballade 1, 2IvPmMZGz4U.mid",True,"Pearson, Kevin",Ballade 1,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/Ballade_1_"
"Pearson, Kevin",I Dream of You,"../GiantMIDI/midis/Pearson, Kevin, I Dream of You, j6-YKgKXk38.mid",True,"Pearson, Kevin",I Dream of You,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/I_Dream_of_You_"
"Pearson, Kevin",In Every Breath,"../GiantMIDI/midis/Pearson, Kevin, In Every Breath, ZdXxOChzIfE.mid",True,"Pearson, Kevin",In Every Breath,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/In_Every_Breath_"
"Pearson, Kevin",In My Dreams,"../GiantMIDI/midis/Pearson, Kevin, In My Dreams, ZWK5cdv8ceI.mid",True,"Pearson, Kevin",In My Dreams,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/In_My_Dreams_"
"Pearson, Kevin",Preludium 1,"../GiantMIDI/midis/Pearson, Kevin, Preludium 1, WrCD7rylAno.mid",True,"Pearson, Kevin",Preludium 1,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/Preludium_1_"
"Pearson, Kevin",Solo Piano Suite 1,"../GiantMIDI/midis/Pearson, Kevin, Solo Piano Suite 1, i3BfJIk3l7k.mid",True,"Pearson, Kevin",Solo Piano Suite 1,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/Solo_Piano_Suite_1_"
"Pearson, Kevin",Solo Piano Suite 2,"../GiantMIDI/midis/Pearson, Kevin, Solo Piano Suite 2, i3BfJIk3l7k.mid",True,"Pearson, Kevin",Solo Piano Suite 2,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/Solo_Piano_Suite_2_"
"Pearson, Kevin",True Love,"../GiantMIDI/midis/Pearson, Kevin, True Love, CM3Aa2Pn638.mid",True,"Pearson, Kevin",True Love,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/True_Love_"
"Pearson, Kevin",What Shall I Do?,"../GiantMIDI/midis/Pearson, Kevin, What Shall I Do?, dtFdLbDmudk.mid",True,"Pearson, Kevin",What Shall I Do?,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/What_Shall_I_Do?_"
"Pearson, Kevin",When I'm Lost,"../GiantMIDI/midis/Pearson, Kevin, When I'm Lost, h_Ym8IwPBSE.mid",False,,,
"Pearson, Kevin",Will You Ever Be Mine?,"../GiantMIDI/midis/Pearson, Kevin, Will You Ever Be Mine?, DFfEJt9fMjw.mid",True,"Pearson, Kevin",Will You Ever Be Mine?,"imslp_bootleg_dir-v1.1/Pearson,_Kevin/Will_You_Ever_Be_Mine?_"
"Pedini, Carlo",12 Preludi,"../GiantMIDI/midis/Pedini, Carlo, 12 Preludi, -lkDzSdOIa4.mid",True,"Pedini, Carlo",12 Preludi,"imslp_bootleg_dir-v1.1/Pedini,_Carlo/12_Preludi_"
"Pedini, Carlo",Il testamento di Angela,"../GiantMIDI/midis/Pedini, Carlo, Il testamento di Angela, _-DXiAXuFw0.mid",False,,,
"Pedrell, Felipe",Mazurka No.1,"../GiantMIDI/midis/Pedrell, Felipe, Mazurka No.1, XYM2s72Jspk.mid",True,"Pedrell, Felipe",Mazurka No.1,"imslp_bootleg_dir-v1.1/Pedrell,_Felipe/Mazurka_No.1_"
"Pedrell, Felipe","Scherzo-Vals, Op.25","../GiantMIDI/midis/Pedrell, Felipe, Scherzo-Vals, Op.25, -7XogrT8ulA.mid",True,"Pedrell, Felipe",Scherzo-Vals,"imslp_bootleg_dir-v1.1/Pedrell,_Felipe/Scherzo-Vals_"
"Peel, Graham",A Prelude for Piano,"../GiantMIDI/midis/Peel, Graham, A Prelude for Piano, PQmqy62FVJc.mid",True,"Peel, Graham",A Prelude for Piano,"imslp_bootleg_dir-v1.1/Peel,_Graham/A_Prelude_for_Piano_"
"Pejačević, Dora","Erinnerung, Op.24","../GiantMIDI/midis/Pejačević, Dora, Erinnerung, Op.24, 8V44XFDnkTc.mid",True,"Pejačević, Dora",Erinnerung,"imslp_bootleg_dir-v1.1/Pejačević,_Dora/Erinnerung_"
"Pejačević, Dora","Walzer-Capricen, Op.28","../GiantMIDI/midis/Pejačević, Dora, Walzer-Capricen, Op.28, 0DKPHDq6pCA.mid",True,"Pejačević, Dora",Walzer-Capricen,"imslp_bootleg_dir-v1.1/Pejačević,_Dora/Walzer-Capricen_"
"Pellejer, David",Toccata,"../GiantMIDI/midis/Pellejer, David, Toccata, AHvS5EnhT-M.mid",True,"Pellejer, David",Toccata,"imslp_bootleg_dir-v1.1/Pellejer,_David/Toccata_"
"Peres, Bruno Henrique","Piano Sonata No.2, Op.14","../GiantMIDI/midis/Peres, Bruno Henrique, Piano Sonata No.2, Op.14, -QWybCUaGRY.mid",True,"Peres, Bruno Henrique",Piano Sonata No.2,"imslp_bootleg_dir-v1.1/Peres,_Bruno_Henrique/Piano_Sonata_No.2_"
"Pergolesi, Giovanni Battista","Harpsichord Sonata in A major, P.1","../GiantMIDI/midis/Pergolesi, Giovanni Battista, Harpsichord Sonata in A major, P.1, D2KzAcTY5Tc.mid",True,"Pergolesi, Giovanni Battista",Sonata in A major,"imslp_bootleg_dir-v1.1/Pergolesi,_Giovanni_Battista/Sonata_in_A_major_"
"Pergolesi, Giovanni Battista",Harpsichord Sonata in D major,"../GiantMIDI/midis/Pergolesi, Giovanni Battista, Harpsichord Sonata in D major, NIFTMoVuKag.mid",True,"Pergolesi, Giovanni Battista",Harpsichord Sonata in D major,"imslp_bootleg_dir-v1.1/Pergolesi,_Giovanni_Battista/Harpsichord_Sonata_in_D_major_"
"Pessard, Émile","Air de ballet, Op.11","../GiantMIDI/midis/Pessard, Émile, Air de ballet, Op.11, DgrRAJ2Gk3o.mid",True,"Pessard, Émile",Air de ballet,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Air_de_ballet_"
"Pessard, Émile",Célèbre entr'acte symphonique,"../GiantMIDI/midis/Pessard, Émile, Célèbre entr'acte symphonique, fZA8E1-wCxM.mid",False,,,
"Pessard, Émile","Confidence, Op.4","../GiantMIDI/midis/Pessard, Émile, Confidence, Op.4, Hs2YUT0E-R0.mid",True,"Pessard, Émile",Confidence,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Confidence_"
"Pessard, Émile","Contemplation, Op.8","../GiantMIDI/midis/Pessard, Émile, Contemplation, Op.8, xbayyDkglvA.mid",True,"Pessard, Émile",Contemplation,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Contemplation_"
"Pessard, Émile","Mazurka No.1, Op.3","../GiantMIDI/midis/Pessard, Émile, Mazurka No.1, Op.3, JF6j6I7tsaM.mid",False,,,
"Pessard, Émile","Mazurka No.2, Op.7","../GiantMIDI/midis/Pessard, Émile, Mazurka No.2, Op.7, hvqFOEPgJQU.mid",False,,,
"Pessard, Émile","Mazurka No.3, Op.14","../GiantMIDI/midis/Pessard, Émile, Mazurka No.3, Op.14, 4pJKvAwMEOA.mid",False,,,
"Pessard, Émile",Méditation religieuse,"../GiantMIDI/midis/Pessard, Émile, Méditation religieuse, LOcLYQ8_zek.mid",True,"Pessard, Émile",Méditation,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Méditation_"
"Pessard, Émile","Méditation, Op.13","../GiantMIDI/midis/Pessard, Émile, Méditation, Op.13, LOcLYQ8_zek.mid",True,"Pessard, Émile",Méditation,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Méditation_"
"Pessard, Émile","Petit intermède, Op.74","../GiantMIDI/midis/Pessard, Émile, Petit intermède, Op.74, ZiR6GSPg16E.mid",True,"Pessard, Émile",Petit intermède,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Petit_intermède_"
"Pessard, Émile","Petite valse, Op.34","../GiantMIDI/midis/Pessard, Émile, Petite valse, Op.34, RdetwBoOhVA.mid",True,"Pessard, Émile",Petite valse,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Petite_valse_"
"Pessard, Émile","Pièce mélodique, Op.39","../GiantMIDI/midis/Pessard, Émile, Pièce mélodique, Op.39, ycP1MzfjFS0.mid",False,,,
"Pessard, Émile","20 Pièces nouvelles, Op.26","../GiantMIDI/midis/Pessard, Émile, 20 Pièces nouvelles, Op.26, AnH5kjhEQBU.mid",True,"Pessard, Émile",20 Pièces nouvelles pour le piano,"imslp_bootleg_dir-v1.1/Pessard,_Émile/20_Pièces_nouvelles_pour_le_piano_"
"Pessard, Émile",Vers le rêve,"../GiantMIDI/midis/Pessard, Émile, Vers le rêve, D64uCq2a6dI.mid",True,"Pessard, Émile",Vers le rêve,"imslp_bootleg_dir-v1.1/Pessard,_Émile/Vers_le_rêve_"
"Pesse, Maurice",L'arrivée des hirondelles,"../GiantMIDI/midis/Pesse, Maurice, L'arrivée des hirondelles, 1Mrv8VDzP2M.mid",True,"Pesse, Maurice",L'arrivée des hirondelles,"imslp_bootleg_dir-v1.1/Pesse,_Maurice/L'arrivée_des_hirondelles_"
"Pesse, Maurice",Il neige des pétales de fleurs,"../GiantMIDI/midis/Pesse, Maurice, Il neige des pétales de fleurs, KnDYRKqur4s.mid",True,"Pesse, Maurice",Il neige des pétales de fleurs !,"imslp_bootleg_dir-v1.1/Pesse,_Maurice/Il_neige_des_pétales_de_fleurs !_"
"Petering, Mark",Prelude to Kakadu Rain,"../GiantMIDI/midis/Petering, Mark, Prelude to Kakadu Rain, ajwSnvneous.mid",False,,,
"Petering, Mark",Tuba Concerto,"../GiantMIDI/midis/Petering, Mark, Tuba Concerto, YnWQm2_n7mM.mid",False,,,
"Peters, Friedrich","Polonaise, Op.15","../GiantMIDI/midis/Peters, Friedrich, Polonaise, Op.15, 40GFvMaN-3A.mid",True,"Peters, Friedrich",Polonaise,"imslp_bootleg_dir-v1.1/Peters,_Friedrich/Polonaise_"
"Peters, Rob","Capriccio No.1, Op.28","../GiantMIDI/midis/Peters, Rob, Capriccio No.1, Op.28, w6HXuzj1x5c.mid",False,,,
"Petersenn, Georg von","6 Kleine Klavierstücke, Op.2","../GiantMIDI/midis/Petersenn, Georg von, 6 Kleine Klavierstücke, Op.2, xcsGF_NIn_k.mid",True,"Petersenn, Georg von",6 kleine Klavierstücke,"imslp_bootleg_dir-v1.1/Petersenn,_Georg_von/6_kleine_Klavierstücke_"
"Peterson-Berger, Wilhelm",Damernas album,"../GiantMIDI/midis/Peterson-Berger, Wilhelm, Damernas album, FN6MdGw5lOA.mid",True,"Peterson-Berger, Wilhelm",Damernas album,"imslp_bootleg_dir-v1.1/Peterson-Berger,_Wilhelm/Damernas_album_"
"Peterson-Berger, Wilhelm",Italiana,"../GiantMIDI/midis/Peterson-Berger, Wilhelm, Italiana, Dve3HJb5-pA.mid",True,"Peterson-Berger, Wilhelm",Italiana,"imslp_bootleg_dir-v1.1/Peterson-Berger,_Wilhelm/Italiana_"
"Peterson-Berger, Wilhelm","Tonmålningar, Op.13","../GiantMIDI/midis/Peterson-Berger, Wilhelm, Tonmålningar, Op.13, 8URsVRBLVdE.mid",True,"Peterson-Berger, Wilhelm",Tonmålningar,"imslp_bootleg_dir-v1.1/Peterson-Berger,_Wilhelm/Tonmålningar_"
"Petre, Torsten","Fantasier för Piano, Op.37","../GiantMIDI/midis/Petre, Torsten, Fantasier för Piano, Op.37, _NwMqpLF3yw.mid",False,,,
"Petre, Torsten","Skizzer för Piano, Op.20","../GiantMIDI/midis/Petre, Torsten, Skizzer för Piano, Op.20, QtT6a2UkfDY.mid",True,"Petre, Torsten",Skizzer för Piano första serien,"imslp_bootleg_dir-v1.1/Petre,_Torsten/Skizzer_för_Piano_första_serien_"
"Petre, Torsten","Skizzer för Piano, Op.27","../GiantMIDI/midis/Petre, Torsten, Skizzer för Piano, Op.27, -RKacPEEMso.mid",True,"Petre, Torsten",Skizzer för Piano första serien,"imslp_bootleg_dir-v1.1/Petre,_Torsten/Skizzer_för_Piano_första_serien_"
"Petre, Torsten","Skizzer för Piano, Op.38","../GiantMIDI/midis/Petre, Torsten, Skizzer för Piano, Op.38, qRRByCVq3_8.mid",True,"Petre, Torsten",Skizzer för Piano första serien,"imslp_bootleg_dir-v1.1/Petre,_Torsten/Skizzer_för_Piano_första_serien_"
"Petre, Torsten","Skizzer för Piano, Op.45","../GiantMIDI/midis/Petre, Torsten, Skizzer för Piano, Op.45, wdhadaaECb8.mid",True,"Petre, Torsten",Skizzer för Piano första serien,"imslp_bootleg_dir-v1.1/Petre,_Torsten/Skizzer_för_Piano_första_serien_"
"Petre, Torsten","Skizzer för Piano, Op.63","../GiantMIDI/midis/Petre, Torsten, Skizzer för Piano, Op.63, qRRByCVq3_8.mid",True,"Petre, Torsten",Skizzer för Piano första serien,"imslp_bootleg_dir-v1.1/Petre,_Torsten/Skizzer_för_Piano_första_serien_"
"Petre, Torsten","Tondikter för Piano, Op.39b","../GiantMIDI/midis/Petre, Torsten, Tondikter för Piano, Op.39b, jFZDxyx4Rps.mid",True,"Petre, Torsten",Tondikter för Piano 2'serien,"imslp_bootleg_dir-v1.1/Petre,_Torsten/Tondikter_för_Piano_2'serien_"
"Petrie, George",The Petrie Collection of the Ancient Music of Ireland,"../GiantMIDI/midis/Petrie, George, The Petrie Collection of the Ancient Music of Ireland, KRVUIxtJ_jQ.mid",True,"Petrie, George",The Petrie Collection of the Ancient Music of Ireland,"imslp_bootleg_dir-v1.1/Petrie,_George/The_Petrie_Collection_of_the_Ancient_Music_of_Ireland_"
"Pettoletti, Joachim","6 Walzes Instructives, Op.3","../GiantMIDI/midis/Pettoletti, Joachim, 6 Walzes Instructives, Op.3, Y3RiSSV9dug.mid",False,,,
"Pettoletti, Pietro","Impromptu, Op.29","../GiantMIDI/midis/Pettoletti, Pietro, Impromptu, Op.29, J5mCDSY-8Vk.mid",False,,,
"Petyrek, Felix",6 Groteske Klavierstücke,"../GiantMIDI/midis/Petyrek, Felix, 6 Groteske Klavierstücke, Blzd-h5nTvY.mid",True,"Petyrek, Felix",6 Groteske Klavierstücke,"imslp_bootleg_dir-v1.1/Petyrek,_Felix/6_Groteske_Klavierstücke_"
"Peuerl, Paul",Intrada,"../GiantMIDI/midis/Peuerl, Paul, Intrada, -U5CvDRS8M4.mid",False,,,
"Peyer, Johann Baptist","Fuga quarti toni, RW 45","../GiantMIDI/midis/Peyer, Johann Baptist, Fuga quarti toni, RW 45, NT53fTwjn5g.mid",False,,,
"Peyer, Johann Baptist","Fuga quarti toni, RW 47","../GiantMIDI/midis/Peyer, Johann Baptist, Fuga quarti toni, RW 47, NT53fTwjn5g.mid",False,,,
"Peyer, Johann Baptist","Fuga tertii toni, RW 40","../GiantMIDI/midis/Peyer, Johann Baptist, Fuga tertii toni, RW 40, 1MKchgd0VLU.mid",False,,,
"Pezold, Christian",Fugue in F major,"../GiantMIDI/midis/Pezold, Christian, Fugue in F major, KjqoFfZdZYg.mid",False,,,
"Pezold, Christian","Minuet in G major, BWV Anh.114","../GiantMIDI/midis/Pezold, Christian, Minuet in G major, BWV Anh.114, BWPoH5fSEAQ.mid",True,"Pezold, Christian",Minuet in G major,"imslp_bootleg_dir-v1.1/Pezold,_Christian/Minuet_in_G_major_"
"Pezold, Christian","Minuet in G minor, BWV Anh.115","../GiantMIDI/midis/Pezold, Christian, Minuet in G minor, BWV Anh.115, llZxwf8Dq4w.mid",True,"Pezold, Christian",Minuet in G minor,"imslp_bootleg_dir-v1.1/Pezold,_Christian/Minuet_in_G_minor_"
"Pfeifer, Johann","Verlorenes Glück, Op.1 No.2","../GiantMIDI/midis/Pfeifer, Johann, Verlorenes Glück, Op.1 No.2, PAn8SUjEK8M.mid",True,"Pfeifer, Johann",Verlorenes Glück,"imslp_bootleg_dir-v1.1/Pfeifer,_Johann/Verlorenes_Glück_"
"Pfeiffer, Georges Jean","25 Études, Op.70","../GiantMIDI/midis/Pfeiffer, Georges Jean, 25 Études, Op.70, g6p6pBplxQM.mid",False,,,
"Pfeiffer, Georges Jean","La gitanilla, Op.91","../GiantMIDI/midis/Pfeiffer, Georges Jean, La gitanilla, Op.91, OZ__bFdJ9cU.mid",True,"Pfeiffer, Georges Jean",La gitanilla,"imslp_bootleg_dir-v1.1/Pfeiffer,_Georges_Jean/La_gitanilla_"
"Pfeiffer, Georges Jean","Mazurka No.7, Op.63","../GiantMIDI/midis/Pfeiffer, Georges Jean, Mazurka No.7, Op.63, LDFjGQwNq-Q.mid",True,"Pfeiffer, Georges Jean","Mazurka No.7, Op.63","imslp_bootleg_dir-v1.1/Pfeiffer,_Georges_Jean/Mazurka_No.7,_Op.63_"
"Pfeiffer, Georges Jean","Morceau espagnol, Op.61","../GiantMIDI/midis/Pfeiffer, Georges Jean, Morceau espagnol, Op.61, yL3YZSg_ZsI.mid",True,"Pfeiffer, Georges Jean",Morceau espagnol,"imslp_bootleg_dir-v1.1/Pfeiffer,_Georges_Jean/Morceau_espagnol_"
"Pfeiffer, Georges Jean","Nocturne, Op.36","../GiantMIDI/midis/Pfeiffer, Georges Jean, Nocturne, Op.36, 0pS0Hwe3-fQ.mid",True,"Pfeiffer, Georges Jean",Nocturne,"imslp_bootleg_dir-v1.1/Pfeiffer,_Georges_Jean/Nocturne_"
"Pfeiffer, Gregory Carl",The Disturbance of Spacetime,"../GiantMIDI/midis/Pfeiffer, Gregory Carl, The Disturbance of Spacetime, A_0Cyw8onBY.mid",True,"Pfeiffer, Gregory Carl",The Disturbance of Spacetime,"imslp_bootleg_dir-v1.1/Pfeiffer,_Gregory_Carl/The_Disturbance_of_Spacetime_"
"Pfeiffer, Gregory Carl",Edges,"../GiantMIDI/midis/Pfeiffer, Gregory Carl, Edges, zPVUujFyMtM.mid",True,"Pfeiffer, Gregory Carl",Edges,"imslp_bootleg_dir-v1.1/Pfeiffer,_Gregory_Carl/Edges_"
"Pfeil, Heinrich","Spielmanns Testament, Op.24","../GiantMIDI/midis/Pfeil, Heinrich, Spielmanns Testament, Op.24, aXYmXf7I9DI.mid",False,,,
"Pfund, Annie K.",Amaranth Waltz,"../GiantMIDI/midis/Pfund, Annie K., Amaranth Waltz, s-c3Nhq4JMU.mid",False,,,
"Philipp, Isidor",The Elf,"../GiantMIDI/midis/Philipp, Isidor, The Elf, AXNizUqwgXc.mid",False,,,
"Philipp, Isidor","Pastels, Op.24","../GiantMIDI/midis/Philipp, Isidor, Pastels, Op.24, UngbyZZvcOQ.mid",True,"Philipp, Isidor",Pastels,"imslp_bootleg_dir-v1.1/Philipp,_Isidor/Pastels_"
"Piaggio, Celestino",Piano Sonata,"../GiantMIDI/midis/Piaggio, Celestino, Piano Sonata, LqDqnaijjr0.mid",True,"Piaggio, Celestino",Piano Sonata,"imslp_bootleg_dir-v1.1/Piaggio,_Celestino/Piano_Sonata_"
"Piaser, Julien",Fantaisie No.4,"../GiantMIDI/midis/Piaser, Julien, Fantaisie No.4, Snr7nQBTwyM.mid",False,,,
"Picard, Pascal","Clarinet Sonata, Op.14","../GiantMIDI/midis/Picard, Pascal, Clarinet Sonata, Op.14, g5hXunPpUnw.mid",False,,,
"Pick-Mangiagalli, Riccardo","2 Lunaires, Op.33","../GiantMIDI/midis/Pick-Mangiagalli, Riccardo, 2 Lunaires, Op.33, -7JjZ7GzMG8.mid",True,"Pick-Mangiagalli, Riccardo",2 Lunaires,"imslp_bootleg_dir-v1.1/Pick-Mangiagalli,_Riccardo/2_Lunaires_"
"Pickering, Jane",Jane Pickering's Lute Book,"../GiantMIDI/midis/Pickering, Jane, Jane Pickering's Lute Book, vX-mmQ2PijA.mid",False,,,
"Pieczonka, Albert",The Angel of Peace,"../GiantMIDI/midis/Pieczonka, Albert, The Angel of Peace, OiLjfLTonEg.mid",True,"Pieczonka, Albert",The Angel of Peace,"imslp_bootleg_dir-v1.1/Pieczonka,_Albert/The_Angel_of_Peace_"
"Pieczonka, Albert",Danses de Salon,"../GiantMIDI/midis/Pieczonka, Albert, Danses de Salon, pYw_Dun1Gk8.mid",True,"Pieczonka, Albert",Danses de Salon,"imslp_bootleg_dir-v1.1/Pieczonka,_Albert/Danses_de_Salon_"
"Piel, Peter",Ave Maria,"../GiantMIDI/midis/Piel, Peter, Ave Maria, qBnN7WTHdJg.mid",False,,,
"Piel, Peter","Piano Sonatine No.2, Op.10 No.2","../GiantMIDI/midis/Piel, Peter, Piano Sonatine No.2, Op.10 No.2, 5KVSrtpQo3Y.mid",True,"Piel, Peter",Piano Sonatine No.2,"imslp_bootleg_dir-v1.1/Piel,_Peter/Piano_Sonatine_No.2_"
"Pierné, Gabriel","Album pour mes petits amis, Op.14","../GiantMIDI/midis/Pierné, Gabriel, Album pour mes petits amis, Op.14, nxBGY_H-V0U.mid",True,"Pierné, Gabriel",Album pour mes petits amis,"imslp_bootleg_dir-v1.1/Pierné,_Gabriel/Album_pour_mes_petits_amis_"
"Pierné, Gabriel","Bagatelle, Op.33","../GiantMIDI/midis/Pierné, Gabriel, Bagatelle, Op.33, ZwH213pO62c.mid",True,"Pierné, Gabriel",Bagatelle,"imslp_bootleg_dir-v1.1/Pierné,_Gabriel/Bagatelle_"
"Pierné, Gabriel","Etude de Concert, Op.13","../GiantMIDI/midis/Pierné, Gabriel, Etude de Concert, Op.13, G1gwPPu1-OE.mid",True,"Pierné, Gabriel",Etude de Concert,"imslp_bootleg_dir-v1.1/Pierné,_Gabriel/Etude_de_Concert_"
"Pierné, Gabriel","Fugue, Op.3","../GiantMIDI/midis/Pierné, Gabriel, Fugue, Op.3, oPf7og61x5I.mid",False,,,
"Pierné, Gabriel","Impressions de music-hall, Op.47","../GiantMIDI/midis/Pierné, Gabriel, Impressions de music-hall, Op.47, y-MSnyeO9yY.mid",False,,,
"Pierné, Gabriel",Morceau de lecture à première vue,"../GiantMIDI/midis/Pierné, Gabriel, Morceau de lecture à première vue, esfrlae8gKI.mid",False,,,
"Pierné, Gabriel","Nocturne, Op.31","../GiantMIDI/midis/Pierné, Gabriel, Nocturne, Op.31, 7rgbdvqojyU.mid",True,"Pierné, Gabriel",Premier Nocturne pour le piano,"imslp_bootleg_dir-v1.1/Pierné,_Gabriel/Premier_Nocturne_pour_le_piano_"
"Pierné, Gabriel","Passacaille, Op.52","../GiantMIDI/midis/Pierné, Gabriel, Passacaille, Op.52, lLOUs7h87rI.mid",True,"Pierné, Gabriel",Passacaille,"imslp_bootleg_dir-v1.1/Pierné,_Gabriel/Passacaille_"
"Pierné, Gabriel","3 Pièces Formant Suite de Concert, Op.40","../GiantMIDI/midis/Pierné, Gabriel, 3 Pièces Formant Suite de Concert, Op.40, d_QXtfOsDZs.mid",False,,,
"Pierné, Gabriel","Valse-Impromptu, Op.27","../GiantMIDI/midis/Pierné, Gabriel, Valse-Impromptu, Op.27, jGk9CvEZU-o.mid",False,,,
"Pierné, Gabriel","Variations, Op.42","../GiantMIDI/midis/Pierné, Gabriel, Variations, Op.42, M07ZVp1qZG4.mid",True,"Pierné, Gabriel",Variations,"imslp_bootleg_dir-v1.1/Pierné,_Gabriel/Variations_"
"Pijper, Willem",Piano Sonata,"../GiantMIDI/midis/Pijper, Willem, Piano Sonata, OcxJViDvfp4.mid",True,"Pijper, Willem",Piano Sonata,"imslp_bootleg_dir-v1.1/Pijper,_Willem/Piano_Sonata_"
"Pijper, Willem",Sonatina No.2,"../GiantMIDI/midis/Pijper, Willem, Sonatina No.2, eiYmHI_mSJ8.mid",True,"Pijper, Willem",Sonatina No.2,"imslp_bootleg_dir-v1.1/Pijper,_Willem/Sonatina_No.2_"
"Pijper, Willem",Sonatina No.3,"../GiantMIDI/midis/Pijper, Willem, Sonatina No.3, jaNndsUUdbU.mid",True,"Pijper, Willem",Sonatina No.3,"imslp_bootleg_dir-v1.1/Pijper,_Willem/Sonatina_No.3_"
"Pinoy, Peter","2 Small Pieces for Piano, Op.8","../GiantMIDI/midis/Pinoy, Peter, 2 Small Pieces for Piano, Op.8, faAQUL5OdzQ.mid",True,"Pinoy, Peter",2 Small Pieces for Piano,"imslp_bootleg_dir-v1.1/Pinoy,_Peter/2_Small_Pieces_for_Piano_"
"Pinto, Angelo Francis",Ideal,"../GiantMIDI/midis/Pinto, Angelo Francis, Ideal, 91QdZTUW25Q.mid",False,,,
"Pinto, George Frederick",Cory Owen,"../GiantMIDI/midis/Pinto, George Frederick, Cory Owen, Fqyvjr4AAys.mid",True,"Pinto, George Frederick",Cory Owen,"imslp_bootleg_dir-v1.1/Pinto,_George_Frederick/Cory_Owen_"
